Stage,Writing,Audio_Name,English,Japanese,sentence
2,13_Ancient Egyptian Medicine（1）,sentence_2_13_04,"As early as 1500 B.C., they wrote a medical text called the Ebers Papyrus, which included hundreds of remedies for different diseases.",紀元前1500年には、『エーベルス・パピルス』という医学文書を記し、さまざまな病気に対する数百もの治療法を含んでいました。,4
2,13_Ancient Egyptian Medicine（1）,sentence_2_13_05,"Interestingly, the treatments in this book seem to have been created in Egypt without influence from Greece or Rome.",興味深いことに、この本の治療法はギリシャやローマの影響を受けずにエジプトで生み出されたようです。,5
2,14_Ancient Egyptian Medicine（2）,sentence_2_14_00,"　Other important medical documents appeared in the following centuries. By that time, the Egyptians already had knowledge of surgery and were able to set broken bones. They also used honey and herbs to prevent infection, methods that modern science now recognizes as effective.
　Unfortunately, after the decline of the Egyptian kingdom, much of this knowledge was lost. For many centuries, people in the region turned instead to religious explanations for illness. It was not until the Renaissance that scholars in Europe began to rediscover and build upon some of the ideas first recorded in ancient Egypt.","　その後の世紀には、他の重要な医学文書も現れました。その頃までに、エジプト人はすでに外科の知識を持ち、骨折を治すことができました。また、感染を防ぐためにハチミツや薬草を用い、現代科学が有効と認める方法を使っていました。
　残念ながら、エジプト王国の衰退後、この知識の多くは失われました。何世紀もの間、この地域の人々は病気を宗教的な理由で説明するようになりました。ヨーロッパの学者たちが古代エジプトで最初に記録された考えを再発見し発展させ始めたのは、ルネサンス期になってからのことでした。",0
2,14_Ancient Egyptian Medicine（2）,sentence_2_14_01,Other important medical documents appeared in the following centuries.,その後の世紀には、他の重要な医学文書も現れました。,1
2,14_Ancient Egyptian Medicine（2）,sentence_2_14_02,"By that time, the Egyptians already had knowledge of surgery and were able to set broken bones.",その頃までに、エジプト人はすでに外科の知識を持ち、骨折を治すことができました。,2
2,14_Ancient Egyptian Medicine（2）,sentence_2_14_03,"They also used honey and herbs to prevent infection, methods that modern science now recognizes as effective.",また、感染を防ぐためにハチミツや薬草を用い、現代科学が有効と認める方法を使っていました。,3
2,14_Ancient Egyptian Medicine（2）,sentence_2_14_04,"Unfortunately, after the decline of the Egyptian kingdom, much of this knowledge was lost.",残念ながら、エジプト王国の衰退後、この知識の多くは失われました。,4
2,14_Ancient Egyptian Medicine（2）,sentence_2_14_05,"For many centuries, people in the region turned instead to religious explanations for illness.",何世紀もの間、この地域の人々は病気を宗教的な理由で説明するようになりました。,5
2,14_Ancient Egyptian Medicine（2）,sentence_2_14_06,It was not until the Renaissance that scholars in Europe began to rediscover and build upon some of the ideas first recorded in ancient Egypt.,ヨーロッパの学者たちが古代エジプトで最初に記録された考えを再発見し発展させ始めたのは、ルネサンス期になってからのことでした。,6
2,15_Music and the Brain,sentence_2_15_00,"　Music, a form of sound organized by rhythm and melody, may have something to do with human memory. In an experiment, scientists played different kinds of music to two groups of students before a test. One group listened to calm classical music, and the other group listened to no music at all. The results showed that the students who listened to classical music remembered more words and facts than the students who did not. This suggested to the researchers that music might help the brain to organize and store information more effectively. If music can improve memory in students, could it also help older people keep their minds sharp?",　音楽は、リズムと旋律によって構成された音の一種であり、人間の記憶と関係があるかもしれません。ある実験では、科学者たちはテストの前に2つの学生グループに異なる種類の音楽を聴かせました。一方のグループは穏やかなクラシック音楽を聴き、もう一方のグループはまったく音楽を聴きませんでした。その結果、クラシック音楽を聴いた学生は、音楽を聴かなかった学生よりも多くの単語や事実を覚えていました。このことから研究者たちは、音楽が脳に情報をより効果的に整理・保存させるのを助けるのかもしれないと考えました。もし音楽が学生の記憶力を高められるのなら、高齢者の頭を冴えたままに保つこともできるのでしょうか。,0
